,title,rating,reviews,type,address,operating_hours,phone,website,user_review
10,Vega Construtora - Grupo Vega,4.1,169.0,Custom home builder,"Av. Copacabana, s/n, Qd. 45 Lt. 01-18, St. Serra Dourada - 3ª Etapa, Aparecida de Goiânia - GO, 74973-360, Brazil","{'friday': '8AM–6PM', 'saturday': '9AM–1PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 62 3941-2570,http://www.grupovega.com.br/,
11,ADN Construtora e Incorporadora,4.3,163.0,Construction company,"Av. São Carlos, 1885 - Centro, São Carlos - SP, 13560-010, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–2PM', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 16 3600-8646,https://adnconstrutora.com.br/,
12,Construtora Laguna,4.6,106.0,Construction company,"Av. Iguaçu, 2820 - 21º andar - Água Verde, Curitiba - PR, 80240-031, Brazil",,+55 41 3259-1800,http://www.construtoralaguna.com.br/,
13,Construction Dynamics - Commercial Department,4.4,48.0,Construction company,"Av. Getúlio Vargas, 18-46 - Loja 02 - Parque Jardim Europa, Bauru - SP, 17017-383, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 14 3010-6150,http://www.construtoradinamica.com.br/,
14,Diagonal Victa Engenharia,4.1,114.0,Construction company,"Av. Santos Dumont, 3878 - 1º andar - Aldeota, Fortaleza - CE, 60150-162, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 85 4006-1400,http://www.diagonal.com.br/,
15,ES Construtora,4.8,58.0,Construction company,"Torre Care, R. Bernardo Guimarães, 105 - sala 102 - Jardim Vergueiro, Sorocaba - SP, 18030-050, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 15 3011-4161,http://www.esconstrutora.com.br/,
16,Santa Angela Construction,4.6,181.0,Home builder,"Av. Prof. Pedro Clarismundo Fornari, 2009 - Engordadouro, Jundiaí - SP, 13214-660, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6:30PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 3109-7002,http://santaangelaconstrutora.com.br/,
17,PEL Construtora,4.5,76.0,Construction company,"Av. Bartolomeu de Gusmão, 555 - Recreio, Vitória da Conquista - BA, 45020-107, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 77 3421-2803,http://www.pelconstrutora.com.br/,
18,MAC Construtora e Incorporadora,4.5,98.0,Home builder,"Av. Brg. Faria Lima, 2066 - F17 - Jardim Paulistano, São Paulo - SP, 01451-001, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 3817-0080,http://www.mac.com.br/,
19,REM Construtora e Incorporadora,5.0,38.0,Construction company,"Torre Torino, Av. Francisco Matarazzo, 1400 - 20º Andar - Água Branca, São Paulo - SP, 05001-100, Brazil","{'friday': '8AM–6:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6:30PM', 'tuesday': '8AM–6:30PM', 'wednesday': '8AM–6:30PM', 'thursday': '8AM–6:30PM'}",+55 11 3872-5183,http://www.remconstrutora.com.br/,
20,Construction Dynamics - Commercial Department,4.4,48.0,Construction company,"Av. Getúlio Vargas, 18-46 - Loja 02 - Parque Jardim Europa, Bauru - SP, 17017-383, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 14 3010-6150,http://www.construtoradinamica.com.br/,
21,VCA Construtora,4.7,57.0,Construction company,"Av. Olívia Flores, 1265 - Universidade, Vitória da Conquista - BA, 45028-610, Brazil","{'friday': '8AM–6PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 77 3025-1212,https://vcaconstrutora.com.br/,
22,Santa Angela Construction,4.6,181.0,Home builder,"Av. Prof. Pedro Clarismundo Fornari, 2009 - Engordadouro, Jundiaí - SP, 13214-660, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6:30PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 3109-7002,http://santaangelaconstrutora.com.br/,
23,Construtora Capital,4.3,27.0,Construction company,"Av. Coronel Teixeira, 6225 - Ponta Negra, Manaus - AM, 69037-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 92 3236-4378,https://construtoracapital.com.br/,
24,Pernambuco Construtora,4.5,67.0,Construction company,"Av. República do Líbano, 251 - Pina, Recife - PE, 51110-160, Brazil","{'friday': '9AM–10PM', 'saturday': '9AM–10PM', 'sunday': '12–9PM', 'monday': '9AM–10PM', 'tuesday': '9AM–10PM', 'wednesday': '9AM–10PM', 'thursday': '9AM–10PM'}",+55 81 3125-6464,http://www.pernambucoconstrutora.com.br/pre-home/home/,
25,ES Construtora,4.8,58.0,Construction company,"Torre Care, R. Bernardo Guimarães, 105 - sala 102 - Jardim Vergueiro, Sorocaba - SP, 18030-050, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 15 3011-4161,http://www.esconstrutora.com.br/,
26,REM Construtora e Incorporadora,5.0,38.0,Construction company,"Torre Torino, Av. Francisco Matarazzo, 1400 - 20º Andar - Água Branca, São Paulo - SP, 05001-100, Brazil","{'friday': '8AM–6:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6:30PM', 'tuesday': '8AM–6:30PM', 'wednesday': '8AM–6:30PM', 'thursday': '8AM–6:30PM'}",+55 11 3872-5183,http://www.remconstrutora.com.br/,
27,MAC Construtora e Incorporadora,4.5,98.0,Home builder,"Av. Brg. Faria Lima, 2066 - F17 - Jardim Paulistano, São Paulo - SP, 01451-001, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 3817-0080,http://www.mac.com.br/,
28,Hernandez Construtora e Incorporadora,4.7,37.0,Construction company,"R. Antônio de Barros, 2450 - Tatuape, São Paulo - SP, 03401-001, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 2673-4955,http://www.hernandezconstrutora.com.br/,
29,LAR Construtora,4.6,40.0,Construction company,"Av. Cidade Jardim, 350 - Pinheiros, São Paulo - SP, 01454-010, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 4280-5680,http://www.larconstrutora.com.br/,
30,Construtora Pagano,4.2,71.0,Construction company,"R. Nélio Guimarães, 469 - Alto da Boa Vista, Ribeirão Preto - SP, 14020-290, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 16 2133-6300,http://www.construtorapagano.com.br/,
31,Construtora Laguna,4.6,106.0,Construction company,"Av. Iguaçu, 2820 - 21º andar - Água Verde, Curitiba - PR, 80240-031, Brazil",,+55 41 3259-1800,http://www.construtoralaguna.com.br/,
32,Construtora Rio Branco,4.5,46.0,Construction company,"R. Rio Branco, 835 - Centro, Salto - SP, 13320-270, Brazil","{'friday': '9AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–12PM', 'tuesday': '9AM–12PM', 'wednesday': '9AM–12PM', 'thursday': '9AM–12PM'}",+55 11 4029-0050,http://www.construtorariobranco.com.br/,
33,Construtora Planeta,4.5,176.0,Construction company,"R. Octaviano Gozzano, 325 - Parque Campolim, Sorocaba - SP, 18048-100, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 15 3332-9696,http://www.construtoraplaneta.com.br/,
34,Construtora Just,4.5,41.0,Construction company,"Av. Laguna, 329 - Zona 01, Maringá - PR, 87050-260, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–6PM', 'sunday': '9AM–6PM', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 44 3028-6666,http://www.construtorajust.com.br/,
35,Construtora JR e Garcia,4.5,82.0,Construction company,"Av. Brasil, 600 - Sala 302 - Boqueirão, Praia Grande - SP, 11701-090, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 13 3356-5220,https://www.construtorajregarcia.com.br/,
36,Construtora Brascon,4.7,52.0,Construction company,"Av. Sen. Ruy Carneiro, 540 - Miramar, João Pessoa - PB, 58039-181, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98886-0362,https://www.construtorabrascon.com.br/,
37,Senza Construtora,5.0,24.0,Construction company,"Av. Francisco Galassi, 2260 - sala 3 - Morada da Colina, Uberlândia - MG, 38411-149, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 34 99900-9906,http://senzaconstrutora.com/?utm_source=gmb&utm_medium=referral,
38,Construtora Said,4.4,64.0,Road construction company,"SP-255 Km 4, s/nº - Zona Rural, Ribeirão Preto - SP, 14001-970, Brazil","{'friday': '7:30AM–5:20PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30AM–5:20PM', 'tuesday': '7:30AM–5:20PM', 'wednesday': '7:30AM–5:20PM', 'thursday': '7:30AM–5:20PM'}",+55 16 2111-4444,https://www.construsaid.com.br/,
39,Terrasse Engenharia e Construções,4.6,60.0,Construction company,"R. Eurípedes Garcez do Nascimento, 1233 - Ahú, Curitiba - PR, 80540-280, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 41 3254-4567,http://terrasse.com.br/,
40,ShopHouse Construtora,4.7,78.0,Building firm,"R. Fumio Miyazi, 141 - Sala 2001 - Boqueirão, Praia Grande - SP, 11701-160, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–12PM', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 13 3473-8198,https://www.shophouseconstrutora.com.br/,
41,THINK Construtora,4.5,41.0,Construction company,"Av. Marquês de São Vicente, 230 24º andar conj. 2.405, Barra Funda, São Paulo - SP, 01139-000, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 3392-2218,http://thinkconstrutora.com.br/,
42,Vital Construtora,4.1,69.0,Construction company,"R. Cap. Afonso Junqueira, 290 - Centro, Poços de Caldas - MG, 37701-042, Brazil","{'friday': '7:30AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30AM–12PM', 'tuesday': '7:30AM–12PM', 'wednesday': '7:30AM–12PM', 'thursday': '7:30AM–12PM'}",+55 35 3716-2950,https://www.construtoravital.com/,
43,Vivamus Empreendimentos,4.2,155.0,Home builder,"Alameda José de Oliveira Guimarães, 1133 - Jardim Holanda, Uberlândia - MG, 38412-324, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–12PM', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",,https://www.vivamusempreendimentos.com.br/home/,"""Melhor construtora da cidade. Atendimento impecável."""
44,Construtora Marcondes Cesar,4.4,66.0,Home builder,"Av. Jorge Zarur, 291 - Jardim Apolo II, São José dos Campos - SP, 12243-081, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 12 3302-8222,http://www.marcondescesar.com.br/,
45,ALZ Construtora,4.9,52.0,Construction company,"R. José Bernardino de Lima, 151 - São Sebastiao, Palhoça - SC, 88136-089, Brazil","{'friday': '7AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7AM–12PM', 'tuesday': '7AM–12PM', 'wednesday': '7AM–12PM', 'thursday': '7AM–12PM'}",+55 48 99125-4948,http://www.alzconstrutora.com.br/,
46,Construtora Arco Íris Mar Praia Grande,4.8,43.0,Construction company,"Av. Brasil, 600 - Conjunto 1220 - Boqueirão, Praia Grande - SP, 11701-090, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 13 3379-4679,http://www.arcoirismar.com.br/,
47,CRB Construtora,4.3,40.0,Construction company,"R. Octaviano Gozzano, 216 - 12º Andar - Parque Campolim, Sorocaba - SP, 18048-100, Brazil","{'friday': '8AM–4PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 15 3318-7999,http://www.crbconstrutora.com.br/,
48,Pacaembu Construtora S.A.,4.6,26.0,Construction company,"Av. Paulista, 2439 - Bela Vista, São Paulo - SP, 01311-300, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–6PM', 'sunday': '9AM–6PM', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 800 730 2020,http://pacaembu.com/,
49,Diagonal Victa Engenharia,4.1,114.0,Construction company,"Av. Santos Dumont, 3878 - 1º andar - Aldeota, Fortaleza - CE, 60150-162, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 85 4006-1400,http://www.diagonal.com.br/,
50,Construtora Easy,4.8,47.0,Construction company,"R. Hollywood, 183 - Cidade Monções, São Paulo - SP, 04564-040, Brazil","{'friday': '8AM–6:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6:30PM', 'tuesday': '8AM–6:30PM', 'wednesday': '8AM–6:30PM', 'thursday': '8AM–6:30PM'}",+55 11 2737-8790,https://www.easy4solutions.com.br/,
51,Construtora Paulo Mauro,4.4,48.0,Construction company,"Av. Sumaré, 1421 - Perdizes, São Paulo - SP, 05016-110, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 3864-9811,http://www.paulomauro.com.br/,
52,Cataguá Construtora e Incorporadora Ltda,4.0,120.0,Construction company,"Av. Carlos Botelho, 275 - São Dimas, Piracicaba - SP, 13416-140, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 19 3500-6305,http://www.catagua.com.br/,
53,Grand Construtora,4.5,60.0,Home builder,"Av. Antônio Gil Veloso, 1500 - Praia da Costa, Vila Velha - ES, 29101-016, Brazil","{'friday': '8AM–6PM', 'saturday': '8AM–3PM', 'sunday': '8AM–1PM', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 27 4009-9898,http://www.grandconstrutora.com.br/,
54,Construtora Equilíbrio,4.6,45.0,Home builder,"R. São Bento, 1907 - Hauer, Curitiba - PR, 81630-230, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 41 3376-3433,http://www.equilibrio.eng.br/,
55,Bidese Construtora,4.5,46.0,Construction company,"Av. Sete de Setembro, 6679 - Centro, Curitiba - PR, 80240-001, Brazil","{'friday': '8:30AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–6PM', 'tuesday': '8:30AM–6PM', 'wednesday': '8:30AM–6PM', 'thursday': '8:30AM–6PM'}",+55 41 3024-0798,https://www.bidese.com.br/,
56,Construtora Carrilho Ltda,4.4,25.0,Construction company,"Rua Antônio Lumack do Monte, 96 - 7º andar - Boa Viagem, Recife - PE, 51020-280, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 81 3231-1703,http://www.carrilho.com.br/,
57,Construtora Santa Maria,4.2,63.0,Construction company,"Avenida Empresario, Av. José Carlos Silva, 4420 - Inácio Barbosa, Aracaju - SE, 49040-850, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 79 3249-6200,https://www.construtorasantamaria.com.br/,
58,Construtora Macuco,4.5,48.0,Home builder,"Av. Washington Luis, 375 - Boqueirão, Santos - SP, 11050-001, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 13 3202-2480,https://www.construtoramacuco.com.br/,
59,Construtora Lage - Apartamentos na Planta BH,4.5,30.0,Construction company,"R. Olímpia, 18 - Boa Vista, Belo Horizonte - MG, 31060-250, Brazil","{'friday': '8:30AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–6PM', 'tuesday': '8:30AM–6PM', 'wednesday': '8:30AM–6PM', 'thursday': '8:30AM–6PM'}",+55 31 3245-3450,https://construtoralage.com.br/,
60,Daxo Incorporadora,4.7,76.0,Construction company,"R. Frederico Hubner, 231 - América, Joinville - SC, 89204-280, Brazil","{'friday': '7:30AM–12PM', 'saturday': '9AM–1PM', 'sunday': 'Closed', 'monday': '7:30AM–12PM', 'tuesday': '7:30AM–12PM', 'wednesday': '7:30AM–12PM', 'thursday': '7:30AM–12PM'}",+55 47 3027-1700,http://daxo.com.br/,
61,Ita Construtora Ltda.,4.5,41.0,Construction company,"Estr. Capela de São Pedro, 1301 - Bairro da Capela, Vargem Grande Paulista - SP, 06730-000, Brazil","{'friday': '7AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7AM–12PM', 'tuesday': '7AM–12PM', 'wednesday': '7AM–12PM', 'thursday': '7AM–12PM'}",+55 11 4159-1365,http://www.itaconstrutora.com.br/,
62,Construtora Placic Ltda,4.9,20.0,Construction company,"Tv. 31 de Outubro, 10 - Aldeota, Fortaleza - CE, 60170-330, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 85 3267-5722,https://www.placic.com.br/,
63,Construtora Jacy,4.6,27.0,Construction company,"Av. Getúlio Vargas, 70 - Baeta Neves, São Bernardo do Campo - SP, 09751-250, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 4121-4500,http://jacy.com.br/,
64,Construtora Clarus,4.7,63.0,Home builder,"R. Camboriú, 264 - Centro, Itajaí - SC, 88301-450, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 47 3224-4451,http://www.clarusconstrutora.com.br/,
65,Frizon Construtora,4.9,30.0,Construction company,"Av. São Paulo, 2846 - Jardim Marina, Mongaguá - SP, 11730-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 13 3507-4293,http://www.frizonconstrutora.com.br/,
66,Magnum Comercial Construtora,4.0,190.0,Construction company,"R. Dr. Júlio M. Guimarães, 115 - Parque Campolim, Sorocaba - SP, 18047-625, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 15 3229-3399,http://www.magnumconstrutora.com.br/,
67,MPD,4.5,133.0,Construction company,"Alameda Mamoré, 687 - 18º andar - Alphaville, Barueri - SP, 06454-040, Brazil","{'friday': '7AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7AM–5PM', 'tuesday': '7AM–5PM', 'wednesday': '7AM–5PM', 'thursday': '7AM–5PM'}",+55 11 2149-0011,https://www.mpd.com.br/,
