,title,rating,reviews,type,address,operating_hours,phone,website,user_review
13,Construtora Rocha Cavalcante,4.0,5.0,Road Construction Company,"R. Dep. Raimundo Asfora, 1740 - Bela Vista, Campina Grande - PB, 58428-585, Brazil","{'friday': '7am–4pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7am–5pm', 'tuesday': '7am–5pm', 'wednesday': '7am–5pm', 'thursday': '7am–5pm'}",,http://gruporochacavalcante.com.br/,
14,Escritório Ampla Construtora,4.8,8.0,Building firm,"Av. João Wallig, 120 - A - Distrito Industrial, Campina Grande - PB, 58415-000, Brazil","{'friday': '7:30am–12pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30am–12pm', 'tuesday': '7:30am–12pm', 'wednesday': '7:30am–12pm', 'thursday': '7:30am–12pm'}",+55 83 3201-6687,,
15,Pires Construções,4.5,6.0,Home builder,"R. Hugo Andrade Amorim, 240 - Catolé, Campina Grande - PB, 58410-730, Brazil","{'friday': '8am–4pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8am–4pm', 'tuesday': '8am–4pm', 'wednesday': '8am–4pm', 'thursday': '8am–4pm'}",+55 83 3337-2501,,
16,DSA CONSTRUÇÕES,5.0,7.0,Civil engineering company,"R. Vig. Calixto, 1754 - Catolé, Campina Grande - PB, 58410-340, Brazil","{'friday': '8–11am', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8–11am', 'tuesday': '8–11am', 'wednesday': '8–11am', 'thursday': '8–11am'}",+55 83 98619-8844,https://www.xn--dsaconstrues-tdb0r.com.br/,
17,House Campina Construction,5.0,4.0,Custom home builder,"R. Des. Azevedo, 295 - Palmeira, Campina Grande - PB, 58401-160, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",+55 83 99611-6675,http://www.casacampina.com/,
18,Newcon Empreendimentos,5.0,5.0,Building firm,"R. José Alves Sobrinho, 28 - Jardim Tavares, Campina Grande - PB, 58402-063, Brazil","{'friday': '8am–5pm', 'saturday': '8am–12pm', 'sunday': 'Closed', 'monday': '8am–5pm', 'tuesday': '8am–5pm', 'wednesday': '8am–5pm', 'thursday': '8am–5pm'}",+55 83 98797-0001,,
19,Rocha & Farias,5.0,4.0,Construction Company,"R. Sen, R. Nereu Ramos, 70 - Sala 304 - Catolé, Campina Grande - PB, 58410-160, Brazil","{'friday': '8am–5pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",+55 83 3099-2359,http://rochaefarias.com.br/,
20,Construtora Marilac,4.8,4.0,Modular home builder,"R. Dr. João Taváres, 273 - Centro, Campina Grande - PB, 58400-248, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3341-7995,,
21,Construtora Borges e Santos,5.0,2.0,Custom home builder,"Edifício Dão Silveira, Av. Santa Clara, 53 - Sala 402 - Quarto Andar - Centro, Campina Grande - PB, 58400-165, Brazil","{'friday': '2–4PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 98829-3820,,
22,Angatu Ambientes Externos,4.5,10.0,Custom home builder,"R. Manoel Tavares, 977 - Alto Branco, Campina Grande - PB, 58401-490, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 3322-7094,http://facebook.com/angatuambientesexternos,
23,Construtora Massai,5.0,2.0,Construction company,"R. João Suassuna, 782 - 1º Andar - Palmeira, Campina Grande - PB, 58401-130, Brazil",,+55 83 3322-6394,,
24,N & V CATANIA CONSTRUÇÕES E EMPREENDIMENTOS,4.3,4.0,Custom home builder,"R. Otacílio Nepomuceno, 165 - sala 506 - Catolé, Campina Grande - PB, 58100-000, Brazil","{'friday': '7:30AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30AM–6PM', 'tuesday': '7:30AM–6PM', 'wednesday': '7:30AM–6PM', 'thursday': '7:30AM–6:30PM'}",+55 83 99609-5423,,
25,Convive Construtora,5.0,3.0,Construction company,"R. Maciel Pinheiro, 312 - Centro, Campina Grande - PB, 58400-100, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3341-4600,,
26,Verts Construções e Incorporações,3.7,20.0,Building firm,"Rua Otacílio Nepomuceno, 70 - 304 & 305, PB, 58410-122, Brazil","{'friday': '7AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7AM–5PM', 'tuesday': '7AM–5PM', 'wednesday': '7AM–5PM', 'thursday': '7AM–5PM'}",+55 83 3099-4178,http://vertsconstrucoes.com.br/,
27,Hábil Construtora,4.8,4.0,Construction company,"R. Hortêncio Ribeiro, 100 - Monte Castelo, Campina Grande - PB, 58407-015, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 98894-2903,http://www.habilconstrucoes.com/,
28,SBR Construções,4.7,3.0,Construction company,"R. Conselheiro Paulo Araújo Soares, 150 - Alto Branco, Campina Grande - PB, 58401-494, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3065-0284,,
29,Torre Forte Construções,4.0,4.0,Home builder,"Rua Sen. Nereu Ramos, 70 - loja 4, Catolé, Campina Grande - PB, 58410-122, Brazil","{'friday': '8AM–5:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3099-2359,http://torreforteconstrucoes.vitrinevirtual.net/,
30,Boa nova construcoes,2.0,2.0,Construction company,"R. Francisco Guedes Moura, 22 - Catolé, Campina Grande - PB, 58410-490, Brazil",,+55 83 3331-5034,http://www.boanovaconstrutora.com.br/,
31,Conol Construtora Nortesul Ltda,3.5,2.0,Construction company,"R. João Alves de Oliveira, 189 - Centro, Campina Grande - PB, 58400-117, Brazil",,,,
32,Qualità - Qualidade em obras,4.6,15.0,Store,"Av. Dr. Elpídio de Almeida, 1835a - Catolé, Campina Grande - PB, 58410-215, Brazil","{'friday': '7:30–11:30AM', 'saturday': '7:30–11:30AM', 'sunday': 'Closed', 'monday': '7:30–11:30AM', 'tuesday': '7:30–11:30AM', 'wednesday': '7:30–11:30AM', 'thursday': '7:30–11:30AM'}",+55 83 3201-0201,,
33,PRESS Premoldados,5.0,8.0,Civil engineering company,"Rodovia BR 230, n⁰ 1933, Campina Grande - PB, 58400-000, Brazil",,+55 83 99999-8941,http://instagram.com/presspremoldados,
34,Terra Construtora,2.7,9.0,Building firm,"1˚andar do Shopping Luíza Motta, R. Vig. Calixto, n˚1395 - sl 76 - Catolé, Campina Grande - PB, 58410-340, Brazil","{'friday': '8AM–5:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5:30PM', 'tuesday': '8AM–5:30PM', 'wednesday': '8AM–5:30PM', 'thursday': '8AM–5:30PM'}",+55 83 99841-8888,http://www.facebook.com/terraconstrutoraeincorporadora,
35,Ourovel Construcoes,4.3,3.0,Apartment building,"R. Paulo de Frontin, 368 - Centro, Campina Grande - PB, 58400-310, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3322-7525,http://www.ourovelconstrucoes.com.br/,
36,Davus Engenharia e Incorporacão,5.0,4.0,Home builder,"R. Rodrigues Alves, 368 F - Prata, Campina Grande - PB, 58400-550, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8:30AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3322-5152,http://www.davusengenharia.com.br/,
37,EWERTON NASCIMENTO SERVIÇOS ELETRICOS & PROJETOS,5.0,9.0,Bricklayer,"R. Fernando Pereira, 59 - Jeremias, Campina Grande - PB, 58404-029, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–5:30PM', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '2–5PM'}",+55 83 99662-2241,,
38,LETS construtora,5.0,1.0,Construction company,"R. Guilhermino Barbosa, 52 - sala 101/102 - Estacao Velha, Campina Grande - PB, 58410-097, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",,https://letsconstruir.com.br/,
39,NP2 Engenharia - Sua Construtora em Campina Grande e Região,3.9,8.0,Corporate office,"R. Cel. José Vicente, 83 - Bela Vista, Campina Grande - PB, 58428-865, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 98898-4951,http://np2engenharia.com.br/,
40,Obrastec,5.0,1.0,Construction company,"R. Irineu Joffily, 305 - Centro, Campina Grande - PB, 58101-030, Brazil",,+55 83 3342-2626,,
41,Macedo Construcões LTDA,3.8,5.0,Civil engineering company,"ED. Equilibrium Center, R. Manoel Tavares, 875 - sl 300 - Alto Branco, Campina Grande - PB, 58401-490, Brazil","{'friday': '9AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '2–5PM'}",+55 83 99104-8107,,
42,WB BODOCONGO EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,5.0,4.0,Construction company,"170, R. Aprígio Veloso, 175 - Universitário, Campina Grande - PB, Brazil","{'friday': '7AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7AM–5PM', 'tuesday': '7AM–5PM', 'wednesday': '7AM–5PM', 'thursday': '7AM–5PM'}",,http://wbempreendimentos.com.br/,
43,Kza Construtora,5.0,1.0,Construction company,"R. Índios Cariris, 218 - Centro, Campina Grande - PB, 58400-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99421-7649,http://www.construtorakza.com.br/,
44,Aedificare Construtora,5.0,1.0,Construction company,"R. Humberto Batista Lima, 350 - ap 404 - Catolé, Campina Grande - PB, 58410-530, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 99332-9009,,
45,Lf.construtora,5.0,1.0,Construction company,"R. Hortêncio Ribeiro, 100 - Monte Castelo, Campina Grande - PB, 58407-015, Brazil",,+55 83 3342-3958,,
46,Ki'Artes,5.0,1.0,Custom home builder,"R. Manoel Pereira de Araújo, 308 - Centro, Campina Grande - PB, 58400-202, Brazil","{'friday': '9AM–5PM', 'saturday': '9AM–4PM', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 83 98872-7924,,
47,PLISAN CONSTRUÇOES E EMPREENDIMENTOS LTDA,5.0,1.0,Construction company,"R. Félix Carolino Barbosa - Alto Branco, Campina Grande - PB, 58401-485, Brazil",,+55 83 99926-2244,,
48,Home Empreendimentos,5.0,1.0,Construction company,"Rua Vigário Calixto 1754 Atlanta Work Place, Sala 517 - Catolé, Campina Grande - PB, 58410-340, Brazil","{'friday': '7AM–5PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '7AM–6PM', 'tuesday': '7AM–6PM', 'wednesday': '7AM–6PM', 'thursday': '7AM–6PM'}",+55 83 99690-9346,https://www.instagram.com/home_pb/,
49,Alpha Construções,5.0,1.0,Construction company,"R. Dr. Raif Ramalho, 111 - Jardim Tavares, Campina Grande - PB, 58406-065, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99301-9858,https://alphaconstrucoes.com/,
50,Mozart Empreendimentos Imobiliarios,5.0,1.0,Construction company,"R. Vig. Calixto, 3003 - Catolé, Campina Grande - PB, 58410-340, Brazil","{'friday': '7:30–11:30AM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30–11:30AM', 'tuesday': '7:30–11:30AM', 'wednesday': '7:30–11:30AM', 'thursday': '7:30–11:30AM'}",+55 83 98726-5900,http://mozartempreendimentosimobiliariosltda.vitrinevirtual.net/,
51,Arquitet Engnharia,5.0,1.0,Construction company,"R. Quintino Bocaiúva, 278 - Palmeira, Campina Grande - PB, 58400-008, Brazil","{'friday': '9AM–5:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5:30PM', 'tuesday': '9AM–5:30PM', 'wednesday': '9AM–5:30PM', 'thursday': '9AM–5:30PM'}",+55 83 3322-9325,http://arquitet-engenharia.webnode.com/,
52,Diógenes Construções e Cia,3.8,4.0,Building firm,"Rua Carlos Antônio da Costa, Malvinas, Campina Grande - PB, 58432-720, Brazil",,+55 83 3099-3147,,
53,Construtora Souto,,,Home builder,"R. Cel. João Lourenço Porto, 211 - Centro, Campina Grande - PB, 58400-240, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 98838-8877,,
54,Cirne & Farias Empreendimentos Imobiliários Ltda.,3.3,3.0,Building firm,"Av. Pres. Getúlio Vargas, 400 - Centro, Campina Grande - PB, 58400-052, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3322-1482,,
55,SST ENGENHARIA E SERVIÇOS,4.7,3.0,Environmental engineer,"R. Conselheiro Paulo Araújo Soares, 498 - Alto Branco, Campina Grande - PB, 58401-494, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 2153-0348,https://www.instagram.com/sstengenharia/,
56,Solotetto Construtora,,,Construction company,"R. Vidal de Negreiros, 119 - Centro, Campina Grande - PB, 58400-263, Brazil","{'friday': '8AM–1PM', 'saturday': '8AM–1PM', 'sunday': 'Closed', 'monday': '8AM–1PM', 'tuesday': '8AM–1PM', 'wednesday': '8AM–1PM', 'thursday': '8AM–1PM'}",+55 83 3322-5158,,
57,Conzelo Construções,5.0,3.0,Building firm,"R. Cônsul Joseph Noujaim Habib Nacad, 1326 - SL 002 - Catolé, Campina Grande - PB, 58410-260, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–5PM', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99663-1800,https://conzelo-construcoes.negocio.site/,
58,Construtora Edson de Souza do Ó,,,Construction company,"R. Miguel Couto, 5 - Centro, Campina Grande - PB, 58400-273, Brazil",,+55 83 3341-4500,,
59,He construcão,5.0,2.0,Construction company,,"{'friday': '7:30AM–3PM', 'saturday': '7:30AM–12:30PM', 'sunday': 'Closed', 'monday': '7:30AM–3PM', 'tuesday': '7:30AM–3PM', 'wednesday': '7:30AM–3PM', 'thursday': '7:30AM–3PM'}",+55 83 98627-0103,,
60,Construtora Ataíde,,,Construction company,"Av. Jorn. Assis Chateaubriand, 1664 - Liberdade, Campina Grande - PB, 58105-421, Brazil",,,,
61,DIOGENES ALVES RIBEIRO - ME,,,Custom home builder,"R. Getúlio Cavalcante, 2030 - Casa, Campina Grande - PB, 58415-290, Brazil","{'friday': '7AM–6PM', 'saturday': '7AM–1PM', 'sunday': 'Closed', 'monday': '7AM–6PM', 'tuesday': '7AM–6PM', 'wednesday': '7AM–6PM', 'thursday': '7AM–6PM'}",+55 83 98897-0714,,
62,CONSTRUTORA EVER,,,Construction company,"R. Índios Cariris, 363 - Centro, Campina Grande - PB, 58400-030, Brazil","{'friday': '7:30AM–4:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30AM–5:30PM', 'tuesday': '7:30AM–5:30PM', 'wednesday': '7:30AM–5:30PM', 'thursday': '7:30AM–5:30PM'}",+55 83 3322-8307,,
63,Nobrenge Construções,,,Construction company,"José Pinheiro, Campina Grande - PB, 58407-350, Brazil",,+55 83 3341-5801,,
64,Construtora Manaíra Ltda,,,Construction company,"R. Maciel Pinheiro, 360 - Centro, Campina Grande - PB, 58400-100, Brazil",,,,
65,Rocha Empreendimentos Imobiliários Ltda,2.8,5.0,Real estate developer,"R. Cel. José André, 112 - Centro, Campina Grande - PB, 58400-068, Brazil",,+55 83 3341-1340,,
66,Esplendor construções Ltda,,,Custom home builder,"Rua deputado, R. Norberto Leal, número 738, Campina Grande - PB, 58401-726, Brazil",,+55 83 99913-3132,,
67,Rc construtora EIRELIME,,,Construction company,"R. Taváres Cavalcante - Centro, Campina Grande - PB, 58400-150, Brazil",,+55 83 98611-0879,,
68,Construtora São Bernardo,,,Construction company,"R. Vidal de Negreiros, 70 - Centro, Campina Grande - PB, 58400-263, Brazil","{'friday': '9AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–12PM', 'tuesday': '9AM–12PM', 'wednesday': '9AM–12PM', 'thursday': '9AM–12PM'}",+55 83 3099-6205,,
69,Construtora Maranata,,,Construction company,"R. Santa Catarina - Liberdade, Campina Grande - PB, 58415-260, Brazil",,+55 83 3321-9494,,
70,Svs Construtora,,,Construction company,"R. Damasco, 575 - Santa Rosa, Campina Grande - PB, 08340-010, Brazil",,,,
71,Rocha Construções,,,Construction company,"R. Américo Carneiro, 500 - Jardim Quarenta, Campina Grande - PB, 58416-095, Brazil",,+55 83 98796-1056,,
72,Almeida e Albuquerque Engenharia,,,Construction company,"R. Gen. Newton Estilac Leal, 345 - Alto Branco, Campina Grande - PB, 58401-750, Brazil","{'friday': '7AM–5PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '7AM–5PM', 'tuesday': '7AM–5PM', 'wednesday': '7AM–5PM', 'thursday': '7AM–5PM'}",+55 83 98828-6440,http://almeidaealbuquerque.com/,
73,Cordis Construtora Empreendimentos Ltda,,,Construction company,"R. Siqueira Campos, 543 - Prata, Campina Grande - PB, 58400-525, Brazil",,+55 83 3341-4132,,
74,Bira Construções,,,Construction company,"Liberdade, Campina Grande - PB, 58414-200, Brazil",,,,
75,casa forte construções,,,Construction company,"Av. Dinamérica Alves Correia, 325 - Santa Rosa, Campina Grande - PB, 58416-682, Brazil","{'friday': '8AM–4PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99964-8974,,
76,Faustino Construções,,,Construction company,"R. Prof. Américo Braga, nº 33 - Centro, Campina Grande - PB, 58400-364, Brazil",,+55 83 98855-6677,https://www.thiagofaustino.com/,
77,VILLA OLÍMPIA,5.0,1.0,Construction company,"R. Vidal de Negreiros, 281 - Centro, Campina Grande - PB, 58400-263, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99938-4521,https://www.facebook.com/Villa-Ol%C3%ADmpia-119267923206576/?modal=admin_todo_tour,
78,Marco Túlio Diniz Arquitetura e Construção,,,Construction company,"R. Prudente de Morais, 61 - Estacao Velha, Campina Grande - PB, 58410-040, Brazil",,+55 83 3342-9542,,
79,Construtora e Metalúrgica Vasc,,,Construction company,"R. Horácio Almeida - Cruzeiro, Campina Grande - PB, 58415-479, Brazil",,+55 83 3055-2621,,
80,Dijuan Construções,,,Construction company,"R. Afonso Campos, 76 - Centro, Campina Grande - PB, 58400-235, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3063-4470,,
81,Alvarez Arquitetura e Construções Ltda.,,,Construction company,"R. Vig. Calixto, 1395 - Catolé, Campina Grande - PB, 58410-340, Brazil",,+55 83 99108-2151,http://www.alvarezconstrutora.com.br/,
82,Confort Construções e Incorporações,3.0,1.0,Construction company,"Alto Branco, Campina Grande - PB, 58401-690, Brazil",,+55 83 3341-2229,,
83,Afonso Construções,,,Construction company,"Malvinas, Campina Grande - PB, Brazil",,+55 83 3335-5850,,
